"","site","nsamps","nsubs","repl","hab_woody","hab_grass","rich.tot","rich.pif","rich.for"
"8051",1,11,6,51,1,1,48,6,10
"8052",1,11,6,52,1,1,49,6,11
"8053",1,11,6,53,1,1,51,7,12
"8054",1,11,6,54,1,1,46,7,11
"8055",1,11,6,55,1,1,47,7,11
"8056",1,11,6,56,1,1,50,6,12
"8057",1,11,6,57,1,1,50,7,11
"8058",1,11,6,58,1,1,49,6,12
"8059",1,11,6,59,1,1,50,7,11
"8060",1,11,6,60,1,1,46,5,11
"8061",1,11,6,61,1,0,48,7,11
"8062",1,11,6,62,1,1,45,5,10
"8063",1,11,6,63,1,1,48,7,11
"8064",1,11,6,64,1,1,50,7,10
"8065",1,11,6,65,1,1,50,6,12
"8066",1,11,6,66,1,1,50,7,11
"8067",1,11,6,67,1,1,50,8,11
"8068",1,11,6,68,1,1,48,7,8
"8069",1,11,6,69,1,1,50,7,10
"8070",1,11,6,70,1,0,49,7,11
"8071",1,11,6,71,1,1,49,7,12
"8072",1,11,6,72,1,1,50,7,10
"8073",1,11,6,73,1,1,50,7,11
"8074",1,11,6,74,1,1,48,6,10
"8075",1,11,6,75,1,1,46,6,11
"8076",1,11,6,76,1,1,47,6,10
"8077",1,11,6,77,1,1,45,4,10
"8078",1,11,6,78,1,1,47,6,10
"8079",1,11,6,79,1,1,46,7,11
"8080",1,11,6,80,1,1,50,8,11
"8081",1,11,6,81,1,0,49,6,10
"8082",1,11,6,82,1,1,49,6,12
"8083",1,11,6,83,1,1,48,6,10
"8084",1,11,6,84,1,1,52,7,11
"8085",1,11,6,85,1,1,49,7,11
"8086",1,11,6,86,1,1,48,7,11
"8087",1,11,6,87,1,1,49,7,12
"8088",1,11,6,88,1,1,48,6,11
"8089",1,11,6,89,1,1,51,6,11
"8090",1,11,6,90,1,1,47,6,10
"8091",1,11,6,91,1,1,46,6,10
"8092",1,11,6,92,1,1,50,7,12
"8093",1,11,6,93,1,0,50,7,11
"8094",1,11,6,94,1,1,49,7,11
"8095",1,11,6,95,1,0,49,6,11
"8096",1,11,6,96,1,1,51,8,12
"8097",1,11,6,97,1,1,46,5,10
"8098",1,11,6,98,1,1,47,6,9
"8099",1,11,6,99,1,1,50,5,11
"8100",1,11,6,100,1,1,50,8,12
"8101",1,11,7,1,1,1,49,6,12
"8102",1,11,7,2,1,1,46,7,11
"8103",1,11,7,3,1,1,50,6,12
"8104",1,11,7,4,1,1,50,7,12
"8105",1,11,7,5,1,1,51,8,12
"8106",1,11,7,6,1,0,51,7,12
"8107",1,11,7,7,1,1,50,6,11
"8108",1,11,7,8,1,1,49,7,11
"8109",1,11,7,9,1,1,48,6,10
"8110",1,11,7,10,1,1,50,7,10
"8111",1,11,7,11,1,1,49,7,12
"8112",1,11,7,12,1,1,48,6,11
"8113",1,11,7,13,1,1,48,6,11
"8114",1,11,7,14,1,1,50,8,12
"8115",1,11,7,15,1,0,49,7,11
"8116",1,11,7,16,1,1,45,7,11
"8117",1,11,7,17,1,1,47,6,9
"8118",1,11,7,18,1,1,49,7,11
"8119",1,11,7,19,1,1,50,7,10
"8120",1,11,7,20,1,0,48,5,10
"8121",1,11,7,21,1,1,50,8,11
"8122",1,11,7,22,1,1,50,7,10
"8123",1,11,7,23,1,0,49,7,10
"8124",1,11,7,24,1,0,48,6,11
"8125",1,11,7,25,1,1,49,6,11
"8126",1,11,7,26,1,0,51,8,12
"8127",1,11,7,27,1,1,52,8,12
"8128",1,11,7,28,1,1,46,7,9
"8129",1,11,7,29,1,1,47,7,11
"8130",1,11,7,30,1,1,49,6,12
"8131",1,11,7,31,1,1,47,7,9
"8132",1,11,7,32,1,1,45,7,11
"8133",1,11,7,33,1,1,48,7,9
"8134",1,11,7,34,1,1,48,7,9
"8135",1,11,7,35,1,1,49,6,10
"8136",1,11,7,36,1,1,48,7,9
"8137",1,11,7,37,1,0,48,7,11
"8138",1,11,7,38,1,1,49,5,11
"8139",1,11,7,39,1,1,51,7,12
"8140",1,11,7,40,1,1,50,8,11
"8141",1,11,7,41,1,1,47,6,10
"8142",1,11,7,42,1,1,49,7,10
"8143",1,11,7,43,1,0,49,7,11
"8144",1,11,7,44,1,1,49,6,10
"8145",1,11,7,45,1,1,49,7,12
"8146",1,11,7,46,1,0,51,6,11
"8147",1,11,7,47,1,1,50,8,11
"8148",1,11,7,48,1,1,48,5,10
"8149",1,11,7,49,1,1,51,7,10
"8150",1,11,7,50,1,1,52,8,12
"8151",1,11,7,51,1,1,50,6,12
"8152",1,11,7,52,1,1,51,8,12
"8153",1,11,7,53,1,1,50,7,11
"8154",1,11,7,54,1,1,49,7,10
"8155",1,11,7,55,1,0,51,7,12
"8156",1,11,7,56,1,1,50,6,10
"8157",1,11,7,57,1,1,50,7,10
"8158",1,11,7,58,1,1,50,7,12
"8159",1,11,7,59,1,1,48,7,8
"8160",1,11,7,60,1,1,50,7,12
"8161",1,11,7,61,1,1,49,8,11
"8162",1,11,7,62,1,1,50,8,12
"8163",1,11,7,63,1,1,50,7,10
"8164",1,11,7,64,1,0,52,8,12
"8165",1,11,7,65,1,1,50,8,12
"8166",1,11,7,66,1,1,53,8,12
"8167",1,11,7,67,1,1,52,8,12
"8168",1,11,7,68,1,1,49,7,12
"8169",1,11,7,69,1,1,50,6,12
"8170",1,11,7,70,1,0,51,8,12
"8171",1,11,7,71,1,1,49,7,11
"8172",1,11,7,72,1,1,48,7,11
"8173",1,11,7,73,1,1,51,7,10
"8174",1,11,7,74,1,1,49,7,11
"8175",1,11,7,75,1,1,52,8,12
"8176",1,11,7,76,1,1,51,7,12
"8177",1,11,7,77,1,1,49,7,11
"8178",1,11,7,78,1,1,49,7,12
"8179",1,11,7,79,1,1,50,8,11
"8180",1,11,7,80,1,1,51,7,12
"8181",1,11,7,81,1,1,52,7,12
"8182",1,11,7,82,1,1,50,6,10
"8183",1,11,7,83,1,0,51,8,12
"8184",1,11,7,84,1,1,50,6,11
"8185",1,11,7,85,1,1,49,7,9
"8186",1,11,7,86,1,0,49,8,12
"8187",1,11,7,87,1,1,49,6,11
"8188",1,11,7,88,1,1,48,7,11
"8189",1,11,7,89,1,1,52,7,12
"8190",1,11,7,90,1,1,50,7,10
"8191",1,11,7,91,1,1,49,8,11
"8192",1,11,7,92,1,1,49,7,11
"8193",1,11,7,93,1,0,52,8,12
"8194",1,11,7,94,1,1,48,6,11
"8195",1,11,7,95,1,1,48,6,11
"8196",1,11,7,96,1,0,48,7,11
"8197",1,11,7,97,1,1,48,6,10
"8198",1,11,7,98,1,1,52,8,12
"8199",1,11,7,99,1,1,51,8,12
"8200",1,11,7,100,1,1,49,7,9
"8201",1,12,1,1,1,1,33,4,7
"8202",1,12,1,2,1,0,32,4,8
"8203",1,12,1,3,1,1,38,4,7
"8204",1,12,1,4,1,1,35,5,7
"8205",1,12,1,5,1,1,40,5,10
"8206",1,12,1,6,1,1,37,4,9
"8207",1,12,1,7,1,1,32,3,6
"8208",1,12,1,8,1,0,36,4,9
"8209",1,12,1,9,1,0,37,2,8
"8210",1,12,1,10,1,1,31,3,5
"8211",1,12,1,11,1,1,34,4,6
"8212",1,12,1,12,1,1,39,6,9
"8213",1,12,1,13,1,1,39,7,9
"8214",1,12,1,14,1,1,32,3,7
"8215",1,12,1,15,1,0,36,3,9
"8216",1,12,1,16,1,1,33,5,7
"8217",1,12,1,17,1,0,38,6,8
"8218",1,12,1,18,1,1,36,5,8
"8219",1,12,1,19,1,1,35,4,6
"8220",1,12,1,20,1,0,33,3,9
"8221",1,12,1,21,1,0,35,4,8
"8222",1,12,1,22,1,1,36,4,9
"8223",1,12,1,23,1,1,37,4,7
"8224",1,12,1,24,1,1,34,4,7
"8225",1,12,1,25,1,1,38,3,9
"8226",1,12,1,26,1,1,35,4,6
"8227",1,12,1,27,1,0,35,5,7
"8228",1,12,1,28,1,1,37,5,6
"8229",1,12,1,29,1,1,38,4,8
"8230",1,12,1,30,1,0,32,2,8
"8231",1,12,1,31,1,0,35,4,9
"8232",1,12,1,32,1,1,36,3,8
"8233",1,12,1,33,1,1,34,3,7
"8234",1,12,1,34,1,0,38,6,9
"8235",1,12,1,35,1,1,34,3,7
"8236",1,12,1,36,1,1,33,4,9
"8237",1,12,1,37,1,1,36,5,7
"8238",1,12,1,38,1,1,35,3,8
"8239",1,12,1,39,1,1,39,5,8
"8240",1,12,1,40,1,1,34,3,6
"8241",1,12,1,41,1,1,38,2,8
"8242",1,12,1,42,1,1,36,3,8
"8243",1,12,1,43,1,1,40,5,9
"8244",1,12,1,44,1,1,39,5,8
"8245",1,12,1,45,1,1,36,4,5
"8246",1,12,1,46,1,1,35,4,7
"8247",1,12,1,47,1,1,38,4,9
"8248",1,12,1,48,1,1,37,4,9
"8249",1,12,1,49,1,1,37,4,8
"8250",1,12,1,50,1,1,34,4,7
"8251",1,12,1,51,1,1,35,4,7
"8252",1,12,1,52,1,0,37,4,7
"8253",1,12,1,53,1,1,40,6,7
"8254",1,12,1,54,1,1,37,3,8
"8255",1,12,1,55,1,1,36,5,8
"8256",1,12,1,56,1,1,38,4,8
"8257",1,12,1,57,1,1,38,4,10
"8258",1,12,1,58,1,1,35,4,7
"8259",1,12,1,59,1,1,34,3,6
"8260",1,12,1,60,1,1,35,4,6
"8261",1,12,1,61,1,1,37,5,7
"8262",1,12,1,62,1,1,37,3,7
"8263",1,12,1,63,1,1,38,5,9
"8264",1,12,1,64,1,1,34,4,7
"8265",1,12,1,65,1,1,36,4,6
"8266",1,12,1,66,1,1,38,3,6
"8267",1,12,1,67,1,1,36,4,9
"8268",1,12,1,68,1,1,34,4,8
"8269",1,12,1,69,1,1,34,4,7
"8270",1,12,1,70,1,1,37,5,7
"8271",1,12,1,71,1,1,37,3,7
"8272",1,12,1,72,1,1,35,4,8
"8273",1,12,1,73,1,1,39,4,7
"8274",1,12,1,74,1,1,34,3,7
"8275",1,12,1,75,1,1,35,5,9
"8276",1,12,1,76,1,1,34,4,7
"8277",1,12,1,77,1,1,37,3,9
"8278",1,12,1,78,1,1,35,3,7
"8279",1,12,1,79,1,1,34,3,7
"8280",1,12,1,80,1,1,35,4,6
"8281",1,12,1,81,1,1,34,3,6
"8282",1,12,1,82,1,1,38,3,10
"8283",1,12,1,83,1,1,39,6,9
"8284",1,12,1,84,1,1,41,4,8
"8285",1,12,1,85,1,1,39,4,8
"8286",1,12,1,86,1,0,33,4,7
"8287",1,12,1,87,1,1,37,6,6
"8288",1,12,1,88,1,1,36,5,7
"8289",1,12,1,89,1,1,34,4,6
"8290",1,12,1,90,1,1,38,5,8
"8291",1,12,1,91,1,1,37,3,8
"8292",1,12,1,92,1,1,36,4,8
"8293",1,12,1,93,1,1,33,3,6
"8294",1,12,1,94,1,1,37,5,7
"8295",1,12,1,95,1,1,38,6,10
"8296",1,12,1,96,1,0,32,5,5
"8297",1,12,1,97,1,1,38,5,9
"8298",1,12,1,98,1,1,32,3,5
"8299",1,12,1,99,1,1,33,4,7
"8300",1,12,1,100,1,1,35,4,8
"8301",1,12,2,1,1,1,43,7,10
"8302",1,12,2,2,1,1,44,7,10
"8303",1,12,2,3,1,1,45,6,9
"8304",1,12,2,4,1,0,44,5,9
"8305",1,12,2,5,1,1,41,5,9
"8306",1,12,2,6,1,1,44,6,9
"8307",1,12,2,7,1,1,42,4,9
"8308",1,12,2,8,1,1,42,4,9
"8309",1,12,2,9,1,1,45,5,10
"8310",1,12,2,10,1,1,47,8,10
"8311",1,12,2,11,1,1,44,4,9
"8312",1,12,2,12,1,1,38,3,6
"8313",1,12,2,13,1,1,42,5,10
"8314",1,12,2,14,1,1,40,6,7
"8315",1,12,2,15,1,1,43,5,10
"8316",1,12,2,16,1,1,44,5,11
"8317",1,12,2,17,1,1,42,5,8
"8318",1,12,2,18,1,0,43,6,9
"8319",1,12,2,19,1,1,41,6,10
"8320",1,12,2,20,1,1,45,7,11
"8321",1,12,2,21,1,1,41,6,10
"8322",1,12,2,22,1,1,38,4,7
"8323",1,12,2,23,1,1,42,5,11
"8324",1,12,2,24,1,1,42,7,10
"8325",1,12,2,25,1,0,43,6,10
"8326",1,12,2,26,1,1,45,5,9
"8327",1,12,2,27,1,1,40,3,9
"8328",1,12,2,28,1,0,41,5,9
"8329",1,12,2,29,1,1,41,5,8
"8330",1,12,2,30,1,1,43,6,10
"8331",1,12,2,31,1,1,43,5,10
"8332",1,12,2,32,1,1,43,6,9
"8333",1,12,2,33,1,1,41,5,9
"8334",1,12,2,34,1,1,38,5,8
"8335",1,12,2,35,1,1,45,8,10
"8336",1,12,2,36,1,1,42,5,9
"8337",1,12,2,37,1,1,42,5,11
"8338",1,12,2,38,1,1,45,6,10
"8339",1,12,2,39,1,1,42,4,9
"8340",1,12,2,40,1,1,40,4,9
"8341",1,12,2,41,1,1,40,6,10
"8342",1,12,2,42,1,1,46,6,11
"8343",1,12,2,43,1,1,39,4,9
"8344",1,12,2,44,1,1,43,6,9
"8345",1,12,2,45,1,1,44,7,8
"8346",1,12,2,46,1,0,39,4,10
"8347",1,12,2,47,1,1,40,5,9
"8348",1,12,2,48,1,1,41,6,11
"8349",1,12,2,49,1,1,43,5,9
"8350",1,12,2,50,1,1,41,4,9
"8351",1,12,2,51,1,1,43,5,8
"8352",1,12,2,52,1,1,41,5,10
"8353",1,12,2,53,1,1,41,3,9
"8354",1,12,2,54,1,1,40,4,9
"8355",1,12,2,55,1,1,41,4,8
"8356",1,12,2,56,1,1,45,4,11
"8357",1,12,2,57,1,1,43,5,10
"8358",1,12,2,58,1,1,41,7,7
"8359",1,12,2,59,1,1,41,5,10
"8360",1,12,2,60,1,1,43,5,9
"8361",1,12,2,61,1,1,43,6,10
"8362",1,12,2,62,1,0,41,4,10
"8363",1,12,2,63,1,1,44,7,9
"8364",1,12,2,64,1,1,41,4,8
"8365",1,12,2,65,1,1,42,4,11
"8366",1,12,2,66,1,1,39,5,6
"8367",1,12,2,67,1,0,38,4,8
"8368",1,12,2,68,1,1,46,6,9
"8369",1,12,2,69,1,1,42,5,10
"8370",1,12,2,70,1,1,39,5,9
"8371",1,12,2,71,1,1,39,5,9
"8372",1,12,2,72,1,1,44,6,9
"8373",1,12,2,73,1,1,42,7,8
"8374",1,12,2,74,1,1,43,6,10
"8375",1,12,2,75,1,1,43,6,9
"8376",1,12,2,76,1,1,41,5,9
"8377",1,12,2,77,1,1,44,6,9
"8378",1,12,2,78,1,1,45,5,10
"8379",1,12,2,79,1,1,36,4,7
"8380",1,12,2,80,1,1,40,4,9
"8381",1,12,2,81,1,0,42,5,9
"8382",1,12,2,82,1,1,41,5,9
"8383",1,12,2,83,1,1,40,3,9
"8384",1,12,2,84,1,0,40,4,10
"8385",1,12,2,85,1,1,42,5,8
"8386",1,12,2,86,1,1,45,5,10
"8387",1,12,2,87,1,1,42,6,11
"8388",1,12,2,88,1,1,43,5,11
"8389",1,12,2,89,1,1,41,4,9
"8390",1,12,2,90,1,0,41,5,9
"8391",1,12,2,91,1,0,40,5,9
"8392",1,12,2,92,1,1,37,4,9
"8393",1,12,2,93,1,1,41,4,10
"8394",1,12,2,94,1,0,43,5,10
"8395",1,12,2,95,1,1,43,6,9
"8396",1,12,2,96,1,1,41,4,10
"8397",1,12,2,97,1,1,42,5,10
"8398",1,12,2,98,1,1,42,6,11
"8399",1,12,2,99,1,0,42,6,9
"8400",1,12,2,100,1,1,39,4,9
"8401",1,12,3,1,1,1,44,5,10
"8402",1,12,3,2,1,1,43,7,10
"8403",1,12,3,3,1,1,44,7,10
"8404",1,12,3,4,1,1,43,6,10
"8405",1,12,3,5,1,1,43,6,9
"8406",1,12,3,6,1,1,48,6,11
"8407",1,12,3,7,1,1,44,6,9
"8408",1,12,3,8,1,0,46,6,10
"8409",1,12,3,9,1,1,46,7,11
"8410",1,12,3,10,1,1,46,5,10
"8411",1,12,3,11,1,1,40,4,8
"8412",1,12,3,12,1,1,44,5,9
"8413",1,12,3,13,1,1,43,6,7
"8414",1,12,3,14,1,1,44,5,10
"8415",1,12,3,15,1,1,47,6,9
"8416",1,12,3,16,1,1,47,5,10
"8417",1,12,3,17,1,1,47,6,10
"8418",1,12,3,18,1,1,44,5,9
"8419",1,12,3,19,1,0,41,5,10
"8420",1,12,3,20,1,1,46,5,10
"8421",1,12,3,21,1,1,45,5,11
"8422",1,12,3,22,1,1,42,6,9
"8423",1,12,3,23,1,1,45,6,10
"8424",1,12,3,24,1,1,48,5,10
"8425",1,12,3,25,1,1,47,6,10
"8426",1,12,3,26,1,1,44,4,12
"8427",1,12,3,27,1,1,45,7,10
"8428",1,12,3,28,1,1,46,6,10
"8429",1,12,3,29,1,1,45,5,8
"8430",1,12,3,30,1,1,47,6,10
"8431",1,12,3,31,1,1,42,5,10
"8432",1,12,3,32,1,1,41,4,10
"8433",1,12,3,33,1,1,45,5,10
"8434",1,12,3,34,1,1,46,5,11
"8435",1,12,3,35,1,1,43,4,8
"8436",1,12,3,36,1,0,48,7,10
"8437",1,12,3,37,1,1,41,5,11
"8438",1,12,3,38,1,1,45,6,10
"8439",1,12,3,39,1,1,47,6,11
"8440",1,12,3,40,1,1,41,4,9
"8441",1,12,3,41,1,1,48,6,10
"8442",1,12,3,42,1,1,43,4,8
"8443",1,12,3,43,1,0,44,5,8
"8444",1,12,3,44,1,1,44,6,9
"8445",1,12,3,45,1,1,44,6,10
"8446",1,12,3,46,1,0,42,3,11
"8447",1,12,3,47,1,1,44,6,9
"8448",1,12,3,48,1,1,46,6,9
"8449",1,12,3,49,1,1,44,6,11
"8450",1,12,3,50,1,1,43,6,9
"8451",1,12,3,51,1,1,44,4,11
"8452",1,12,3,52,1,0,43,4,10
"8453",1,12,3,53,1,1,47,7,10
"8454",1,12,3,54,1,1,43,6,9
"8455",1,12,3,55,1,1,44,7,11
"8456",1,12,3,56,1,0,43,5,10
"8457",1,12,3,57,1,1,42,7,10
"8458",1,12,3,58,1,1,45,5,9
"8459",1,12,3,59,1,1,42,4,9
"8460",1,12,3,60,1,1,44,5,9
"8461",1,12,3,61,1,1,46,5,10
"8462",1,12,3,62,1,1,43,3,8
"8463",1,12,3,63,1,1,46,6,11
"8464",1,12,3,64,1,0,44,6,10
"8465",1,12,3,65,1,1,48,8,10
"8466",1,12,3,66,1,1,44,6,9
"8467",1,12,3,67,1,1,46,5,10
"8468",1,12,3,68,1,1,44,5,10
"8469",1,12,3,69,1,1,44,4,9
"8470",1,12,3,70,1,1,44,7,9
"8471",1,12,3,71,1,1,46,5,10
"8472",1,12,3,72,1,1,47,6,11
"8473",1,12,3,73,1,1,46,6,10
"8474",1,12,3,74,1,1,44,5,10
"8475",1,12,3,75,1,1,44,6,9
"8476",1,12,3,76,1,1,44,6,9
"8477",1,12,3,77,1,1,49,7,11
"8478",1,12,3,78,1,1,43,5,10
"8479",1,12,3,79,1,1,44,5,9
"8480",1,12,3,80,1,1,43,7,9
"8481",1,12,3,81,1,1,46,6,10
"8482",1,12,3,82,1,1,48,7,10
"8483",1,12,3,83,1,1,46,6,10
"8484",1,12,3,84,1,1,42,6,8
"8485",1,12,3,85,1,1,43,5,9
"8486",1,12,3,86,1,0,49,7,11
"8487",1,12,3,87,1,0,45,7,9
"8488",1,12,3,88,1,1,44,5,10
"8489",1,12,3,89,1,1,47,7,11
"8490",1,12,3,90,1,1,46,6,10
"8491",1,12,3,91,1,1,43,5,8
"8492",1,12,3,92,1,0,44,6,10
"8493",1,12,3,93,1,1,44,6,8
"8494",1,12,3,94,1,1,46,7,11
"8495",1,12,3,95,1,1,44,5,9
"8496",1,12,3,96,1,1,42,4,10
"8497",1,12,3,97,1,1,43,5,9
"8498",1,12,3,98,1,1,44,6,10
"8499",1,12,3,99,1,1,48,6,11
"8500",1,12,3,100,1,1,44,5,9
"8501",1,12,4,1,1,1,47,5,11
"8502",1,12,4,2,1,1,49,6,12
"8503",1,12,4,3,1,1,46,5,10
"8504",1,12,4,4,1,0,46,6,10
"8505",1,12,4,5,1,1,45,5,10
"8506",1,12,4,6,1,1,44,4,10
"8507",1,12,4,7,1,1,47,7,9
"8508",1,12,4,8,1,1,44,5,10
"8509",1,12,4,9,1,1,49,6,11
"8510",1,12,4,10,1,1,46,5,9
"8511",1,12,4,11,1,1,45,7,9
"8512",1,12,4,12,1,1,46,7,11
"8513",1,12,4,13,1,0,45,5,10
"8514",1,12,4,14,1,1,42,4,10
"8515",1,12,4,15,1,1,50,7,12
"8516",1,12,4,16,1,1,46,6,11
"8517",1,12,4,17,1,1,44,6,8
"8518",1,12,4,18,1,1,47,5,10
"8519",1,12,4,19,1,1,47,6,11
"8520",1,12,4,20,1,0,47,7,11
"8521",1,12,4,21,1,1,44,6,10
"8522",1,12,4,22,1,1,48,5,9
"8523",1,12,4,23,1,1,46,6,12
"8524",1,12,4,24,1,1,46,6,8
"8525",1,12,4,25,1,1,47,6,12
"8526",1,12,4,26,1,1,45,4,10
"8527",1,12,4,27,1,1,46,6,11
"8528",1,12,4,28,1,0,45,4,11
"8529",1,12,4,29,1,1,44,6,10
"8530",1,12,4,30,1,1,46,5,10
"8531",1,12,4,31,1,0,46,6,10
"8532",1,12,4,32,1,1,41,5,9
"8533",1,12,4,33,1,1,45,7,10
"8534",1,12,4,34,1,1,48,7,11
"8535",1,12,4,35,1,1,44,5,9
"8536",1,12,4,36,1,1,49,6,11
"8537",1,12,4,37,1,1,46,6,11
"8538",1,12,4,38,1,1,47,5,10
"8539",1,12,4,39,1,0,47,7,12
"8540",1,12,4,40,1,1,44,6,10
"8541",1,12,4,41,1,1,43,4,8
"8542",1,12,4,42,1,1,46,6,10
"8543",1,12,4,43,1,1,49,7,12
"8544",1,12,4,44,1,1,45,5,11
"8545",1,12,4,45,1,1,50,7,12
"8546",1,12,4,46,1,1,46,5,9
"8547",1,12,4,47,1,1,48,6,9
"8548",1,12,4,48,1,1,45,4,8
"8549",1,12,4,49,1,1,44,5,9
"8550",1,12,4,50,1,0,48,6,11
"8551",1,12,4,51,1,1,44,5,9
"8552",1,12,4,52,1,1,48,7,11
"8553",1,12,4,53,1,1,47,5,11
"8554",1,12,4,54,1,1,45,5,8
"8555",1,12,4,55,1,1,46,5,11
"8556",1,12,4,56,1,0,48,6,11
"8557",1,12,4,57,1,1,47,7,10
"8558",1,12,4,58,1,1,46,5,10
"8559",1,12,4,59,1,1,46,6,11
"8560",1,12,4,60,1,1,45,6,10
"8561",1,12,4,61,1,1,45,6,9
"8562",1,12,4,62,1,1,48,6,11
"8563",1,12,4,63,1,0,46,7,9
"8564",1,12,4,64,1,1,46,7,10
"8565",1,12,4,65,1,1,43,6,8
"8566",1,12,4,66,1,1,44,4,10
"8567",1,12,4,67,1,1,44,4,11
"8568",1,12,4,68,1,1,49,7,11
"8569",1,12,4,69,1,1,46,6,10
"8570",1,12,4,70,1,0,48,7,11
"8571",1,12,4,71,1,0,45,5,9
"8572",1,12,4,72,1,1,48,6,11
"8573",1,12,4,73,1,1,46,4,10
"8574",1,12,4,74,1,1,47,5,11
"8575",1,12,4,75,1,1,50,6,11
"8576",1,12,4,76,1,1,47,6,10
"8577",1,12,4,77,1,1,48,7,12
"8578",1,12,4,78,1,1,49,7,10
"8579",1,12,4,79,1,1,44,5,10
"8580",1,12,4,80,1,1,45,6,8
"8581",1,12,4,81,1,1,47,6,12
"8582",1,12,4,82,1,1,49,7,11
"8583",1,12,4,83,1,1,49,6,11
"8584",1,12,4,84,1,1,48,5,10
"8585",1,12,4,85,1,1,49,6,11
"8586",1,12,4,86,1,1,46,6,10
"8587",1,12,4,87,1,0,48,6,10
"8588",1,12,4,88,1,1,51,8,12
"8589",1,12,4,89,1,1,46,5,10
"8590",1,12,4,90,1,1,44,5,10
"8591",1,12,4,91,1,1,44,6,10
"8592",1,12,4,92,1,1,48,7,10
"8593",1,12,4,93,1,1,48,6,10
"8594",1,12,4,94,1,1,47,5,10
"8595",1,12,4,95,1,1,44,5,9
"8596",1,12,4,96,1,1,49,8,12
"8597",1,12,4,97,1,1,45,7,11
"8598",1,12,4,98,1,1,48,7,10
"8599",1,12,4,99,1,1,47,6,10
"8600",1,12,4,100,1,0,47,6,10
"8601",1,12,5,1,1,1,44,7,10
"8602",1,12,5,2,1,1,47,7,9
"8603",1,12,5,3,1,1,51,8,12
"8604",1,12,5,4,1,1,52,7,11
"8605",1,12,5,5,1,1,49,6,10
"8606",1,12,5,6,1,1,50,7,11
"8607",1,12,5,7,1,1,51,6,11
"8608",1,12,5,8,1,1,48,7,9
"8609",1,12,5,9,1,1,46,5,9
"8610",1,12,5,10,1,1,45,7,10
"8611",1,12,5,11,1,1,48,6,10
"8612",1,12,5,12,1,1,46,5,11
"8613",1,12,5,13,1,1,46,7,11
"8614",1,12,5,14,1,1,46,6,11
"8615",1,12,5,15,1,1,46,6,12
"8616",1,12,5,16,1,1,49,8,12
"8617",1,12,5,17,1,1,48,7,10
"8618",1,12,5,18,1,1,48,7,11
"8619",1,12,5,19,1,1,48,6,12
"8620",1,12,5,20,1,1,50,7,11
"8621",1,12,5,21,1,1,51,7,12
"8622",1,12,5,22,1,1,43,4,10
"8623",1,12,5,23,1,1,47,6,11
"8624",1,12,5,24,1,1,48,8,11
"8625",1,12,5,25,1,1,46,5,10
"8626",1,12,5,26,1,1,48,6,10
"8627",1,12,5,27,1,1,47,6,10
"8628",1,12,5,28,1,1,50,7,12
"8629",1,12,5,29,1,1,47,8,10
"8630",1,12,5,30,1,0,48,6,11
"8631",1,12,5,31,1,1,47,6,10
"8632",1,12,5,32,1,1,46,6,11
"8633",1,12,5,33,1,1,49,6,11
"8634",1,12,5,34,1,1,49,7,11
"8635",1,12,5,35,1,1,47,6,9
"8636",1,12,5,36,1,1,47,7,11
"8637",1,12,5,37,1,1,51,7,12
"8638",1,12,5,38,1,1,51,7,11
"8639",1,12,5,39,1,1,48,6,11
"8640",1,12,5,40,1,1,51,8,12
"8641",1,12,5,41,1,1,47,7,9
"8642",1,12,5,42,1,1,48,5,11
"8643",1,12,5,43,1,1,48,5,9
"8644",1,12,5,44,1,1,45,5,9
"8645",1,12,5,45,1,1,47,5,9
"8646",1,12,5,46,1,1,47,6,9
"8647",1,12,5,47,1,1,45,4,9
"8648",1,12,5,48,1,1,48,7,10
"8649",1,12,5,49,1,1,49,7,11
"8650",1,12,5,50,1,1,48,8,11
"8651",1,12,5,51,1,1,49,8,10
"8652",1,12,5,52,1,1,51,8,12
"8653",1,12,5,53,1,1,47,7,11
"8654",1,12,5,54,1,1,49,7,11
"8655",1,12,5,55,1,1,46,7,10
"8656",1,12,5,56,1,1,47,6,10
"8657",1,12,5,57,1,1,50,7,11
"8658",1,12,5,58,1,1,47,6,12
"8659",1,12,5,59,1,1,48,6,11
"8660",1,12,5,60,1,1,45,6,10
"8661",1,12,5,61,1,1,50,7,11
"8662",1,12,5,62,1,0,47,5,11
"8663",1,12,5,63,1,1,48,6,10
"8664",1,12,5,64,1,1,47,6,11
"8665",1,12,5,65,1,1,48,7,10
"8666",1,12,5,66,1,1,47,7,9
"8667",1,12,5,67,1,1,48,7,12
"8668",1,12,5,68,1,1,48,7,11
"8669",1,12,5,69,1,1,48,7,11
"8670",1,12,5,70,1,0,47,7,11
"8671",1,12,5,71,1,1,48,6,11
"8672",1,12,5,72,1,1,45,5,10
"8673",1,12,5,73,1,1,44,5,9
"8674",1,12,5,74,1,1,49,5,10
"8675",1,12,5,75,1,1,50,6,11
"8676",1,12,5,76,1,1,49,7,12
"8677",1,12,5,77,1,1,47,7,10
"8678",1,12,5,78,1,1,49,7,10
"8679",1,12,5,79,1,1,48,8,11
"8680",1,12,5,80,1,1,49,7,11
"8681",1,12,5,81,1,1,47,6,11
"8682",1,12,5,82,1,1,51,8,11
"8683",1,12,5,83,1,1,48,7,11
"8684",1,12,5,84,1,1,47,6,9
